round,model,alpha,mae,rmse,r2,max_depth,min_samples_leaf,n_estimators
round2_netnorm,ridge,0.5,0.007668644482053668,0.025467505360638357,0.06566131713456669,,,
round2_netnorm,ridge,2.0,0.007667101291145407,0.025467215089390115,0.06568261565645339,,,
round2_netnorm,rf,,0.0012290960124572135,0.013887218627247925,0.7221809240645289,20.0,1.0,250.0
round2_netnorm,rf,,0.0013433643612335807,0.013888119724213596,0.7221448693216762,20.0,3.0,250.0
round2_netnorm,et,,0.0011687451412335298,0.010571320242399422,0.8390133082619257,20.0,1.0,250.0
round2_netnorm,et,,0.0014183585223510801,0.011928231254165953,0.7950331543331576,20.0,3.0,250.0
