test_network,mae,rmse,r2
ieee118,0.006472364259510053,0.006638702762584527,-14.90941407757405
ieee24,0.015302195101513373,0.04523026596693279,-0.04673041741860895
ieee39,0.006237189951080635,0.017550908013003793,-0.020772823687917663
uk,0.0076343042735185045,0.04646607444129459,-0.023531848580626846
